,1st Jobbers,Academic Positions,Adzuna.de,B-Jobz.com,Be Hired In,BeBee Deutschland,FOX8 Vacancies,Flotex.com.ua,German Careers,German Jobs,Gr8Jobs,Hokify,Job Vacancies On Jobs.ac.uk,JobLocator - Jobs In Deutschland,Jobbörse Auf Germany - KariER.co,Jobijoba.de,Jobilize,Joblift,Jobs Trabajo.org,Jobtensor,Jobvector,Jobvector Job Board,Jooble,LinkedIn,My European Jobs,My German Jobs,MyScience - Science And Career In Belgium,NGO Jobs,Nature,Science Careers,Search And Find Your New Job Today With Bjobz,Stellenonline.de,Talent.com,Tenders Global,Times Higher Education,Trabajo.org,UNjobs Tenders United Nations UN NGO Nonprofit Jobs,Vacancies In Iraq (ViQ),WhatJobs?,Www.jobijoba.de,XING,ZEIT ONLINE Stellenmarkt,academics
2,2,3,4,2,1,6,2,1,1,3,1,1,1,1,1,4,1,4,6,2,14,3,3,7,1,1,1,1,5,1,4,1,1,1,1,2,1,1,2,2,8,1,1
