,Academic Positions,Adzuna.de,B-Jobz.com,Be Hired In,BeBee Deutschland,De.fidanto.com,Europe Jobs,German Association For Synthetic Biology,German Jobs,Gr8Jobs,Great Jobs For Col U Fans,Hokify,JobiJoba,Jobijoba.de,Jobilize,Joblift,Jobrapido.com,Jobs Trabajo.org,Jobs | Fidanto,Jobtensor,Jooble,LinkedIn,Local Remote Jobs,My German Jobs,Nature,Science Careers,Talent.com,WhatJobs?,XING,ZEIT ONLINE Stellenmarkt,academics
1,1,2,4,1,1,1,1,1,1,1,1,1,2,3,5,2,1,1,1,1,1,5,1,1,1,1,3,1,3,1,1
