,1st Jobbers,Adzuna.de,Be Hired In,BeBee Deutschland,German Jobs,Hokify,JobLocator - Jobs In Deutschland,Jobijoba.de,Joblift,Jobs Trabajo.org,Jobtensor,Jobvector,Jobvector Job Board,Jooble,LinkedIn,NGO Jobs,Nature,Science Careers,Search And Find Your New Job Today With Bjobz,Times Higher Education,Www.jobijoba.de,XING,ZEIT ONLINE Stellenmarkt,academics
2,1,1,1,2,2,1,1,2,3,3,1,1,1,1,4,1,2,1,3,1,1,4,1,1
