Academic Positions,B-Jobz.com,BeBee Deutschland,FOX2Now Jobs,FOX4KC Jobs,FOX59 Jobs,Four States Jobs,Great Jobs For Col U Fans,Job Vacancies On Jobs.ac.uk,JobRxiv,Jobilize,Jobs Im Südwesten,Jooble,KDVR Jobs,KRON4 Jobs,Learn4Good,LinkedIn,MYFOX8 Jobs,Melga,Mendeley,Nature,New Scientist Jobs,StepStone,T5 Karriereportal,ThAFF Thüringen,Tristate Jobs,WGN-TV Jobs,WHNT Jobs,WTRF Jobs,WVNS Jobs,XING,ZipRecruiter
2,8,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,4,2
