 auf AngelList, auf Indeed,Adzuna.de,BeBee Deutschland,DataCareer,German Association For Synthetic Biology,Indeed,Job Vacancies On Jobs.ac.uk,JobRxiv,JobVector,JobiJoba,Jobs Trabajo.org,Jobvector,Jooble,KHON2 Jobs,Learn4Good.com,LinkedIn,Meine.jobs,Nature,Startup Jobs,StepStone,Talent.com,XING,ZipRecruiter
2,1,1,1,1,1,2,2,1,2,3,4,1,1,1,1,2,1,3,1,1,1,4,1
