,Adzuna.de,Analytik NEWS,De.fidanto.com,Fox8 GreatJobs - FOX8 Jobs,German Jobs,Hire The Better,Job Vacancies On Jobs.ac.uk,JobVector,Jobijoba.de,Jobilize,Jobrapido.com,Jobs Im Südwesten,Jobs Search,Jobs Trabajo.org,Jobvector,LinkedIn,My German Jobs,Nature,New Scientist Jobs,Vacancies In EU - Vacancies In Europe,Www.jobijoba.de,XING,ZipRecruiter
2,3,1,1,1,1,1,1,1,2,1,2,1,2,1,3,2,3,4,1,1,2,2,1
