 auf AngelList, auf Indeed,BeBee Deutschland,DataCareer,Fast Recruitment & Job Search In Germany - ApplyCV,German Association For Synthetic Biology,Indeed,JobVector,JobiJoba,Joblift.de,Jobs Trabajo.org,Jobvector,KHON2 Jobs,LinkedIn,Nature,Talent.com,Vacancypaper.com,WREG Jobs,XING
2,2,2,1,1,2,2,2,4,1,2,1,3,2,2,2,1,1,3
