 auf Jooble,Adzuna.de,BeBee Deutschland,Bingo Bongo Bango,Cambridge Careers,Cavendish Jobs,FOX4KC Jobs,German Association For Synthetic Biology,Gr8Jobs,Hochschul-Job.de,JobVector,Jobg8,JobiJoba,Jobilize,Jobrapido.com,Jobs Arabic,KDVR Jobs,Marketing Jobs,Nature,Wage Rise,WhatJobs,XING
2,1,3,3,1,2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1
