, auf AngelList, auf Indeed,Adzuna.de,BeBee Deutschland,BeHired.in,CW39 Jobs,German Association For Synthetic Biology,Greenhouse,Indeed,Job Vacancies On Jobs.ac.uk,JobRxiv,JobVector,JobiJoba,JobiJoba.de,Joblift.de,Jobs Trabajo.org,Jobvector,Jooble,KHON2 Jobs,LinkedIn,Nature,Talent.com,XING,ZipRecruiter
1,2,1,1,5,1,1,1,1,1,3,1,1,1,5,1,2,2,1,1,2,3,5,3,2
